Keyword,Co-occurring Word,Frequency,Category
encryption,networks,11,Other
encryption,can,14,Other
encryption,applications,13,Other
encryption,encrypted,12,Other
health literacy,are,17,Other
health literacy,results,12,Other
health literacy,were,14,Other
health literacy,study,12,Other
health literacy,from,10,Other
health literacy,information,16,Other
health literacy,for,20,Other
health literacy,that,12,Other
health literacy,all,10,Other
health literacy,and,21,Other
health literacy,their,10,Other
health literacy,use,20,Other
health literacy,this,19,Other
health literacy,literacy,21,Other
health literacy,with,17,Other
health literacy,digital,14,Other
health literacy,using,12,Other
health literacy,was,13,Other
health literacy,between,15,Other
health literacy,paper,10,Other
behaviour change,behaviour,12,Other
behaviour change,are,11,Other
behaviour change,change,12,Other
behaviour change,for,12,Other
behaviour change,have,11,Other
behaviour change,and,12,Other
behaviour change,use,12,Other
behaviour change,this,12,Other
behaviour change,using,10,Other
behaviour change,with,11,Other
conversational agent,for,11,Other
conversational agent,and,11,Other
conversational agent,conversational,11,Other
conversational agent,agent,11,Other
conversational agent,this,10,Other
conversational agent,with,11,Other
exercise,results,13,Other
exercise,participants,10,Other
exercise,physical,13,Other
exercise,for,17,Other
exercise,that,10,Other
exercise,and,17,Other
exercise,activity,13,Other
exercise,use,11,Other
exercise,this,10,Other
exercise,methods,12,Other
exercise,with,17,Other
exercise,was,10,Other
exercise,were,11,Other
exercise,study,10,Other
mobile sensing,sensing,20,Other
mobile sensing,mhealth,10,Other
mobile sensing,study,11,Other
mobile sensing,can,13,Other
mobile sensing,for,20,Other
mobile sensing,that,19,Other
mobile sensing,mobile,20,Other
mobile sensing,and,20,Other
mobile sensing,their,12,Other
mobile sensing,use,10,Other
mobile sensing,our,10,Other
mobile sensing,data,17,Other
mobile sensing,which,11,Other
mobile sensing,this,17,Other
mobile sensing,using,11,Other
mobile sensing,with,15,Other
mobile sensing,from,13,Other
mobile sensing,also,11,Other
mobile sensing,are,12,Other
mobile sensing,has,12,Other
mobile sensing,work,10,Other
mobile sensing,smartphones,10,Other
electronic medical records,are,11,Other
electronic medical records,paper,11,Other
electronic medical records,data,14,Other
electronic medical records,medical,14,Other
electronic medical records,information,10,Other
electronic medical records,for,12,Other
electronic medical records,that,14,Other
electronic medical records,electronic,14,Other
electronic medical records,and,14,Other
electronic medical records,use,11,Other
electronic medical records,this,13,Other
electronic medical records,using,12,Other
electronic medical records,security,10,ethical consideration
electronic medical records,records,14,Other
electronic medical records,with,11,Other
electronic medical records,patient,10,Other
human activity recognition (har),are,10,Other
human activity recognition (har),data,12,Other
human activity recognition (har),har,13,Other
human activity recognition (har),can,10,Other
human activity recognition (har),for,11,Other
human activity recognition (har),learning,13,Other
human activity recognition (har),proposed,11,Other
human activity recognition (har),sensor,10,Other
human activity recognition (har),and,13,Other
human activity recognition (har),human,13,Other
human activity recognition (har),activity,13,Other
human activity recognition (har),this,12,Other
human activity recognition (har),using,11,Other
human activity recognition (har),recognition,13,Other
human activity recognition (har),with,12,Other
human activity recognition (har),method,10,Other
human activity recognition (har),features,10,Other
human–computer interaction,for,10,Other
human–computer interaction,and,10,Other
human–computer interaction,human,10,Other
human–computer interaction,interaction,10,Other
human–computer interaction,computer,10,Other
human–computer interaction,this,10,Other
augmented reality,are,19,Other
augmented reality,results,21,Other
augmented reality,through,11,Other
augmented reality,medical,14,Other
augmented reality,user,15,Other
augmented reality,work,12,Other
augmented reality,not,12,Other
augmented reality,information,12,Other
augmented reality,can,15,Other
augmented reality,devices,13,Other
augmented reality,which,12,Other
augmented reality,for,24,Other
augmented reality,that,23,Other
augmented reality,system,13,Other
augmented reality,mobile,12,Other
augmented reality,and,26,Other
augmented reality,reality,26,Other
augmented reality,these,12,Other
augmented reality,application,11,Other
augmented reality,this,24,Other
augmented reality,augmented,26,Other
augmented reality,with,22,Other
augmented reality,usability,12,usability
augmented reality,data,13,Other
augmented reality,systems,11,Other
augmented reality,from,14,Other
augmented reality,new,11,Other
augmented reality,applications,11,Other
augmented reality,during,12,Other
augmented reality,use,13,Other
augmented reality,research,10,Other
augmented reality,however,12,Other
augmented reality,technology,10,Other
augmented reality,such,13,Other
augmented reality,their,11,Other
augmented reality,authors,10,Other
augmented reality,using,14,Other
augmented reality,was,12,Other
augmented reality,between,11,Other
augmented reality,present,11,Other
diabetes mellitus,diabetes,13,Other
diabetes mellitus,for,13,Other
diabetes mellitus,that,12,Other
diabetes mellitus,and,13,Other
diabetes mellitus,mellitus,13,Other
diabetes mellitus,patients,12,Other
diabetes mellitus,with,13,Other
diabetes mellitus,use,12,Other
diabetes mellitus,this,10,Other
avispa,protocols,15,Other
avispa,are,18,Other
avispa,has,12,Other
avispa,patient,11,Other
avispa,authentication,21,Other
avispa,mutual,13,Other
avispa,internet,18,Other
avispa,secure,14,Other
avispa,user,11,Other
avispa,scheme,18,Other
avispa,more,13,Other
avispa,from,12,Other
avispa,various,11,Other
avispa,for,22,Other
avispa,that,18,Other
avispa,proposed,19,Other
avispa,anonymity,11,Other
avispa,applications,15,Other
avispa,and,22,Other
avispa,this,20,Other
avispa,using,19,Other
avispa,with,20,Other
avispa,security,21,ethical consideration
avispa,other,10,Other
avispa,protocol,13,Other
avispa,paper,15,Other
avispa,been,11,Other
avispa,propose,12,Other
avispa,tmis,11,Other
avispa,systems,18,Other
avispa,medical,14,Other
avispa,model,12,Other
avispa,information,16,Other
avispa,tool,10,Other
avispa,against,10,Other
avispa,many,10,Other
avispa,have,13,Other
avispa,system,16,Other
avispa,also,13,Other
avispa,patients,12,Other
avispa,our,15,Other
avispa,telecare,13,Other
avispa,analysis,14,Other
avispa,attacks,18,Other
avispa,automated,11,Other
avispa,key,13,Other
avispa,validation,10,Other
avispa,schemes,11,Other
avispa,attack,10,Other
avispa,formal,10,Other
avispa,logic,10,Other
avispa,ban,10,Other
avispa,their,11,Other
avispa,which,10,Other
heart rate,data,10,Other
heart rate,heart,15,Other
heart rate,rate,15,Other
heart rate,for,15,Other
heart rate,that,13,Other
heart rate,monitoring,12,Other
heart rate,and,15,Other
heart rate,use,11,Other
heart rate,with,14,Other
heart rate,healthcare,11,Other
heart rate,wearable,10,Other
medical image,are,11,Other
medical image,results,10,Other
medical image,images,10,Other
medical image,medical,11,Other
medical image,for,11,Other
medical image,that,10,Other
medical image,and,11,Other
medical image,telemedicine,11,Other
medical image,this,11,Other
medical image,image,11,Other
mobile technology,are,12,Other
mobile technology,were,10,Other
mobile technology,for,15,Other
mobile technology,that,15,Other
mobile technology,mobile,17,Other
mobile technology,and,17,Other
mobile technology,these,14,Other
mobile technology,author,10,Other
mobile technology,use,16,Other
mobile technology,this,14,Other
mobile technology,clinical,10,Other
mobile technology,technology,17,Other
mobile technology,using,11,Other
mobile technology,with,11,Other
ai,that,11,Other
ai,and,11,Other
ai,use,10,Other
ai,this,10,Other
qos,are,14,Other
qos,results,13,Other
qos,has,10,Other
qos,paper,16,Other
qos,quality,15,Other
qos,show,11,Other
qos,medical,10,Other
qos,based,15,Other
qos,for,19,Other
qos,that,16,Other
qos,proposed,14,Other
qos,applications,10,Other
qos,and,19,Other
qos,use,11,Other
qos,service,10,Other
qos,this,19,Other
qos,different,11,Other
qos,with,14,Other
qos,network,11,Other
qos,data,11,Other
qos,which,10,Other
qos,performance,13,Other
qos,communication,13,Other
qos,networks,14,Other
qos,wireless,11,Other
qos,transmission,11,Other
feature selection,are,11,Other
feature selection,features,14,Other
feature selection,data,12,Other
feature selection,based,11,Other
feature selection,from,13,Other
feature selection,for,15,Other
feature selection,that,15,Other
feature selection,learning,13,Other
feature selection,and,15,Other
feature selection,performance,10,Other
feature selection,used,11,Other
feature selection,machine,12,Other
feature selection,this,11,Other
feature selection,using,14,Other
feature selection,feature,15,Other
feature selection,with,14,Other
feature selection,selection,15,Other
optimization,are,14,Other
optimization,paper,12,Other
optimization,data,11,Other
optimization,internet,10,Other
optimization,can,10,Other
optimization,for,15,Other
optimization,that,11,Other
optimization,proposed,13,Other
optimization,and,16,Other
optimization,performance,11,Other
optimization,used,10,Other
optimization,this,15,Other
optimization,using,11,Other
optimization,with,14,Other
adherence,mhealth,10,Other
adherence,study,10,Other
adherence,can,10,Other
adherence,for,14,Other
adherence,that,11,Other
adherence,and,14,Other
adherence,use,12,Other
adherence,with,13,Other
adherence,were,11,Other
activity recognition,are,14,Other
activity recognition,data,19,Other
activity recognition,such,12,Other
activity recognition,smart,10,Other
activity recognition,sensors,16,Other
activity recognition,from,18,Other
activity recognition,for,20,Other
activity recognition,that,19,Other
activity recognition,sensor,13,Other
activity recognition,mobile,12,Other
activity recognition,two,11,Other
activity recognition,and,22,Other
activity recognition,human,12,Other
activity recognition,activity,22,Other
activity recognition,use,14,Other
activity recognition,this,19,Other
activity recognition,using,14,Other
activity recognition,recognition,22,Other
activity recognition,with,22,Other
activity recognition,can,14,Other
activity recognition,activities,11,Other
parkinson's disease,has,14,Other
parkinson's disease,can,14,Other
parkinson's disease,which,17,Other
parkinson's disease,for,19,Other
parkinson's disease,that,16,Other
parkinson's disease,disease,19,Other
parkinson's disease,and,19,Other
parkinson's disease,use,14,Other
parkinson's disease,this,17,Other
parkinson's disease,parkinson,19,Other
parkinson's disease,using,15,Other
parkinson's disease,with,14,Other
parkinson's disease,study,12,Other
parkinson's disease,from,15,Other
parkinson's disease,patients,12,Other
parkinson's disease,have,11,Other
parkinson's disease,their,11,Other
parkinson's disease,clinical,10,Other
ehealth literacy,for,11,Other
ehealth literacy,that,11,Other
ehealth literacy,and,14,Other
ehealth literacy,ehealth,14,Other
ehealth literacy,use,12,Other
ehealth literacy,this,11,Other
ehealth literacy,literacy,14,Other
ehealth literacy,was,13,Other
ehealth literacy,results,12,Other
ehealth literacy,were,12,Other
ehealth literacy,study,11,Other
ehealth literacy,information,11,Other
ehealth literacy,with,13,Other
healthcare system,healthcare,10,Other
healthcare system,that,10,Other
healthcare system,system,10,Other
healthcare system,and,10,Other
healthcare system,this,10,Other
privacy protection,paper,16,Other
privacy protection,data,18,Other
privacy protection,medical,14,Other
privacy protection,scheme,10,Other
privacy protection,can,12,Other
privacy protection,devices,10,Other
privacy protection,protection,19,Other
privacy protection,for,17,Other
privacy protection,that,15,Other
privacy protection,privacy,19,ethical consideration
privacy protection,proposed,19,Other
privacy protection,and,19,Other
privacy protection,this,19,Other
privacy protection,with,12,Other
privacy protection,security,14,ethical consideration
privacy protection,analysis,10,Other
privacy protection,has,12,Other
privacy protection,information,12,Other
privacy protection,secure,10,Other
privacy protection,which,11,Other
privacy protection,attacks,10,Other
privacy protection,user,10,Other
privacy protection,system,10,Other
diagnosis,are,15,Other
diagnosis,patient,13,Other
diagnosis,medical,10,Other
diagnosis,from,13,Other
diagnosis,can,13,Other
diagnosis,for,19,Other
diagnosis,that,19,Other
diagnosis,and,19,Other
diagnosis,used,14,Other
diagnosis,this,15,Other
diagnosis,using,12,Other
diagnosis,with,19,Other
diagnosis,results,12,Other
diagnosis,have,10,Other
diagnosis,use,15,Other
diagnosis,was,11,Other
diagnosis,system,13,Other
diagnosis,clinical,10,Other
diagnosis,other,10,Other
image processing,are,10,Other
image processing,medical,11,Other
image processing,can,10,Other
image processing,for,17,Other
image processing,that,15,Other
image processing,and,17,Other
image processing,performance,10,Other
image processing,processing,17,Other
image processing,with,16,Other
image processing,image,17,Other
image processing,system,12,Other
image processing,results,13,Other
image processing,which,12,Other
wearable,are,17,Other
wearable,smart,10,Other
wearable,more,13,Other
wearable,provide,13,Other
wearable,sensor,12,Other
wearable,monitoring,18,Other
wearable,and,33,Other
wearable,use,28,Other
wearable,this,28,Other
wearable,technologies,13,Other
wearable,was,10,Other
wearable,were,11,Other
wearable,study,20,Other
wearable,based,10,Other
wearable,between,10,Other
wearable,not,13,Other
wearable,can,15,Other
wearable,for,30,Other
wearable,that,27,Other
wearable,remote,12,Other
wearable,our,13,Other
wearable,using,15,Other
wearable,technology,15,Other
wearable,with,27,Other
wearable,digital,15,Other
wearable,care,11,Other
wearable,data,18,Other
wearable,sensors,10,Other
wearable,these,16,Other
wearable,their,15,Other
wearable,author,11,Other
wearable,however,16,Other
wearable,results,15,Other
wearable,paper,11,Other
wearable,systems,13,Other
wearable,such,10,Other
wearable,new,11,Other
wearable,which,12,Other
wearable,have,16,Other
wearable,when,10,Other
wearable,from,12,Other
wearable,patients,10,Other
wearable,has,18,Other
wearable,been,12,Other
wearable,used,11,Other
wearable,healthcare,16,Other
wearable,information,11,Other
wearable,about,10,Other
wearable,into,10,Other
wearable,approach,10,Other
big data,support,13,Other
big data,data,56,Other
big data,such,27,Other
big data,study,16,Other
big data,its,12,Other
big data,model,10,Other
big data,can,23,Other
big data,which,33,Other
big data,provide,14,Other
big data,various,11,Other
big data,for,51,Other
big data,that,35,Other
big data,all,12,Other
big data,applications,18,Other
big data,have,30,Other
big data,system,25,Other
big data,monitoring,14,Other
big data,mobile,18,Other
big data,and,56,Other
big data,big,56,Other
big data,human,11,Other
big data,developed,10,Other
big data,use,37,Other
big data,this,56,Other
big data,authors,11,Other
big data,using,29,Other
big data,technologies,21,Other
big data,technology,20,Other
big data,are,44,Other
big data,has,15,Other
big data,paper,30,Other
big data,early,12,Other
big data,been,12,Other
big data,internet,21,Other
big data,intelligence,14,Other
big data,medical,21,Other
big data,smart,11,Other
big data,artificial,13,Other
big data,healthcare,31,Other
big data,from,36,Other
big data,new,20,Other
big data,information,25,Other
big data,devices,16,Other
big data,wearable,11,Other
big data,develop,10,Other
big data,learning,13,Other
big data,due,12,Other
big data,disease,11,Other
big data,social,16,Other
big data,including,11,Other
big data,iot,14,Other
big data,patients,15,Other
big data,things,15,Other
big data,services,13,Other
big data,author,12,Other
big data,machine,10,Other
big data,into,10,Other
big data,treatment,16,Other
big data,most,15,Other
big data,will,11,Other
big data,recent,11,Other
big data,with,46,Other
big data,approach,11,Other
big data,other,19,Other
big data,care,16,Other
big data,management,13,Other
big data,within,11,Other
big data,network,13,Other
big data,patient,11,Other
big data,communication,14,Other
big data,field,11,Other
big data,sensors,15,Other
big data,more,17,Other
big data,proposed,15,Other
big data,electronic,14,Other
big data,well,15,Other
big data,effective,12,Other
big data,also,19,Other
big data,better,13,Other
big data,research,15,Other
big data,different,11,Other
big data,digital,16,Other
big data,systems,20,Other
big data,through,21,Other
big data,large,10,Other
big data,solution,10,Other
big data,used,22,Other
big data,several,10,Other
big data,ieee,12,Other
big data,effectiveness,10,Other
big data,analytics,20,Other
big data,possible,10,Other
big data,not,10,Other
big data,springer,10,Other
big data,performance,11,Other
big data,these,19,Other
big data,algorithm,12,Other
big data,database,11,Other
big data,process,11,Other
big data,clinical,14,Other
big data,proposes,10,Other
big data,analyzed,11,Other
big data,was,11,Other
big data,time,12,Other
big data,were,10,Other
big data,based,22,Other
big data,how,16,Other
big data,provides,11,Other
big data,their,12,Other
big data,processing,13,Other
big data,smartphones,10,Other
big data,however,14,Other
big data,terms,12,Other
big data,analysis,24,Other
big data,features,10,Other
big data,improve,13,Other
big data,challenges,23,Other
big data,resources,17,Other
big data,results,21,Other
big data,over,12,Other
big data,existing,12,Other
big data,related,11,Other
big data,national,13,Other
big data,science,10,Other
big data,conclusions,10,Other
big data,diagnosis,13,Other
big data,knowledge,10,Other
big data,between,12,Other
big data,media,17,Other
big data,our,17,Other
big data,find,10,Other
big data,methods,14,Other
big data,quality,10,Other
human-computer interaction,design,10,Other
human-computer interaction,can,14,Other
human-computer interaction,for,19,Other
human-computer interaction,that,13,Other
human-computer interaction,need,10,Other
human-computer interaction,system,10,Other
human-computer interaction,and,19,Other
human-computer interaction,interaction,19,Other
human-computer interaction,use,17,Other
human-computer interaction,this,16,Other
human-computer interaction,using,10,Other
human-computer interaction,results,13,Other
human-computer interaction,from,10,Other
human-computer interaction,information,12,Other
human-computer interaction,patient,10,Other
human-computer interaction,while,12,Other
human-computer interaction,with,16,Other
human-computer interaction,their,10,Other
decision making,are,11,Other
decision making,making,12,Other
decision making,for,12,Other
decision making,decision,12,Other
decision making,and,12,Other
decision making,use,11,Other
decision making,this,11,Other
decision making,with,12,Other
elliptic curve cryptography,internet,11,Other
elliptic curve cryptography,information,10,Other
elliptic curve cryptography,for,11,Other
elliptic curve cryptography,that,11,Other
elliptic curve cryptography,cryptography,11,Other
elliptic curve cryptography,and,11,Other
elliptic curve cryptography,curve,11,Other
elliptic curve cryptography,this,11,Other
elliptic curve cryptography,elliptic,11,Other
elliptic curve cryptography,with,11,Other
elliptic curve cryptography,security,10,ethical consideration
security and privacy,are,11,Other
security and privacy,data,11,Other
security and privacy,such,10,Other
security and privacy,for,12,Other
security and privacy,that,12,Other
security and privacy,privacy,12,ethical consideration
security and privacy,system,10,Other
security and privacy,and,12,Other
security and privacy,security,12,ethical consideration
security and privacy,using,10,Other
security and privacy,with,10,Other
blockchain technology,blockchain,10,Other
blockchain technology,for,10,Other
blockchain technology,and,10,Other
blockchain technology,technology,10,Other
qualitative research,interviews,17,Other
qualitative research,was,19,Other
qualitative research,results,23,Other
qualitative research,were,21,Other
qualitative research,data,16,Other
qualitative research,study,19,Other
qualitative research,its,11,Other
qualitative research,from,11,Other
qualitative research,can,10,Other
qualitative research,for,23,Other
qualitative research,that,22,Other
qualitative research,background,10,Other
qualitative research,and,25,Other
qualitative research,who,10,Other
qualitative research,their,12,Other
qualitative research,implementation,10,Other
qualitative research,this,22,Other
qualitative research,conducted,14,Other
qualitative research,qualitative,25,Other
qualitative research,research,25,Other
qualitative research,using,17,Other
qualitative research,methods,19,Other
qualitative research,with,23,Other
qualitative research,analyzed,11,Other
qualitative research,care,14,Other
qualitative research,themes,10,Other
qualitative research,are,12,Other
qualitative research,patient,11,Other
qualitative research,conclusion,10,Other
qualitative research,participants,14,Other
qualitative research,healthcare,11,Other
qualitative research,how,10,Other
qualitative research,used,11,Other
qualitative research,author,17,Other
qualitative research,use,21,Other
qualitative research,clinical,10,Other
qualitative research,analysis,16,Other
qualitative research,identified,10,Other
qualitative research,about,10,Other
qualitative research,user,11,Other
qualitative research,development,12,Other
qualitative research,these,11,Other
qualitative research,conclusions,11,Other
qualitative research,objective,15,Other
qualitative research,system,11,Other
qualitative research,digital,13,Other
qualitative research,patients,10,Other
health monitoring,are,26,Other
health monitoring,has,15,Other
health monitoring,paper,16,Other
health monitoring,data,26,Other
health monitoring,been,12,Other
health monitoring,internet,19,Other
health monitoring,medical,13,Other
health monitoring,such,16,Other
health monitoring,smart,14,Other
health monitoring,healthcare,18,Other
health monitoring,from,26,Other
health monitoring,new,10,Other
health monitoring,information,16,Other
health monitoring,devices,18,Other
health monitoring,rate,14,Other
health monitoring,for,36,Other
health monitoring,wearable,15,Other
health monitoring,that,27,Other
health monitoring,disease,11,Other
health monitoring,monitoring,37,Other
health monitoring,system,23,Other
health monitoring,have,19,Other
health monitoring,and,37,Other
health monitoring,iot,16,Other
health monitoring,patients,14,Other
health monitoring,things,17,Other
health monitoring,remote,16,Other
health monitoring,this,32,Other
health monitoring,using,14,Other
health monitoring,technologies,10,Other
health monitoring,framework,17,Other
health monitoring,with,30,Other
health monitoring,care,10,Other
health monitoring,time,13,Other
health monitoring,results,12,Other
health monitoring,network,14,Other
health monitoring,user,10,Other
health monitoring,can,24,Other
health monitoring,which,15,Other
health monitoring,these,10,Other
health monitoring,both,13,Other
health monitoring,human,10,Other
health monitoring,used,10,Other
health monitoring,pressure,10,Other
health monitoring,systems,13,Other
health monitoring,based,17,Other
health monitoring,sensors,16,Other
health monitoring,various,13,Other
health monitoring,blood,13,Other
health monitoring,all,10,Other
health monitoring,sensor,14,Other
health monitoring,applications,12,Other
health monitoring,their,12,Other
health monitoring,ecg,10,Other
health monitoring,use,22,Other
health monitoring,monitor,12,Other
health monitoring,more,11,Other
health monitoring,proposed,18,Other
health monitoring,daily,10,Other
health monitoring,mobile,12,Other
health monitoring,case,11,Other
health monitoring,body,15,Other
health monitoring,temperature,11,Other
health monitoring,through,10,Other
heart failure,patient,11,Other
heart failure,heart,15,Other
heart failure,study,11,Other
heart failure,from,12,Other
heart failure,failure,15,Other
heart failure,for,15,Other
heart failure,that,12,Other
heart failure,and,15,Other
heart failure,patients,13,Other
heart failure,use,11,Other
heart failure,this,12,Other
heart failure,with,15,Other
health information management,management,12,Other
health information management,data,10,Other
health information management,systems,10,Other
health information management,information,12,Other
health information management,that,10,Other
health information management,system,12,Other
health information management,and,12,Other
health information management,this,12,Other
health information management,with,12,Other
health information management,decision,10,Other
parkinson’s disease,are,11,Other
parkinson’s disease,were,12,Other
parkinson’s disease,assessment,13,Other
parkinson’s disease,study,13,Other
parkinson’s disease,symptoms,12,Other
parkinson’s disease,movement,10,Other
parkinson’s disease,for,18,Other
parkinson’s disease,that,17,Other
parkinson’s disease,disease,20,Other
parkinson’s disease,have,10,Other
parkinson’s disease,system,11,Other
parkinson’s disease,and,20,Other
parkinson’s disease,used,10,Other
parkinson’s disease,patients,19,Other
parkinson’s disease,use,16,Other
parkinson’s disease,this,12,Other
parkinson’s disease,parkinson,20,Other
parkinson’s disease,authors,18,Other
parkinson’s disease,using,10,Other
parkinson’s disease,with,17,Other
parkinson’s disease,based,12,Other
parkinson’s disease,monitoring,11,Other
parkinson’s disease,subjects,10,Other
parkinson’s disease,from,11,Other
parkinson’s disease,patient,11,Other
parkinson’s disease,licensee,13,Other
parkinson’s disease,switzerland,13,Other
parkinson’s disease,mdpi,13,Other
parkinson’s disease,basel,13,Other
adoption,was,15,Other
adoption,understanding,10,Other
adoption,are,15,Other
adoption,were,16,Other
adoption,value,10,Other
adoption,data,11,Other
adoption,influence,11,Other
adoption,study,19,Other
adoption,healthcare,10,Other
adoption,model,12,Other
adoption,theory,11,Other
adoption,for,17,Other
adoption,that,20,Other
adoption,have,14,Other
adoption,and,23,Other
adoption,factors,11,Other
adoption,use,23,Other
adoption,this,21,Other
adoption,findings,10,Other
adoption,acceptance,10,Other
adoption,using,13,Other
adoption,with,13,Other
adoption,technology,17,Other
adoption,information,11,Other
adoption,research,10,Other
adoption,from,17,Other
adoption,their,10,Other
lstm,memory,10,Other
lstm,and,10,Other
lstm,this,10,Other
patient empowerment,empowerment,10,Other
patient empowerment,patient,10,Other
patient empowerment,that,10,Other
patient empowerment,and,10,Other
patient empowerment,this,10,Other
patient empowerment,with,10,Other
task offloading,can,10,Other
task offloading,task,10,Other
task offloading,for,10,Other
task offloading,that,10,Other
task offloading,and,10,Other
task offloading,with,10,Other
task offloading,offloading,10,Other
biometrics,are,27,Other
biometrics,authentication,28,Other
biometrics,science,11,Other
biometrics,propose,13,Other
biometrics,tmis,10,Other
biometrics,internet,13,Other
biometrics,business,10,Other
biometrics,medical,19,Other
biometrics,such,12,Other
biometrics,scheme,19,Other
biometrics,model,11,Other
biometrics,information,16,Other
biometrics,for,31,Other
biometrics,that,24,Other
biometrics,privacy,18,ethical consideration
biometrics,proposed,25,Other
biometrics,have,10,Other
biometrics,system,20,Other
biometrics,and,31,Other
biometrics,also,13,Other
biometrics,used,16,Other
biometrics,existing,11,Other
biometrics,patients,13,Other
biometrics,use,15,Other
biometrics,our,14,Other
biometrics,this,28,Other
biometrics,telecare,10,Other
biometrics,related,11,Other
biometrics,using,20,Other
biometrics,with,24,Other
biometrics,security,30,ethical consideration
biometrics,technology,10,Other
biometrics,results,17,Other
biometrics,efficiency,13,Other
biometrics,has,20,Other
biometrics,patient,10,Other
biometrics,systems,23,Other
biometrics,efficient,15,Other
biometrics,healthcare,20,Other
biometrics,based,11,Other
biometrics,between,10,Other
biometrics,devices,12,Other
biometrics,which,16,Other
biometrics,due,11,Other
biometrics,access,16,Other
biometrics,these,13,Other
biometrics,their,14,Other
biometrics,biometric,17,Other
biometrics,services,16,Other
biometrics,however,12,Other
biometrics,different,17,Other
biometrics,analysis,14,Other
biometrics,attacks,16,Other
biometrics,secure,18,Other
biometrics,data,18,Other
biometrics,user,13,Other
biometrics,from,16,Other
biometrics,authors,10,Other
biometrics,paper,18,Other
biometrics,therefore,10,Other
biometrics,provide,11,Other
biometrics,applications,16,Other
biometrics,its,12,Other
biometrics,can,15,Other
biometrics,electronic,10,Other
lossless compression,compression,10,Other
lossless compression,and,10,Other
lossless compression,telemedicine,10,Other
lossless compression,lossless,10,Other
visualization,for,12,Other
visualization,that,11,Other
visualization,and,12,Other
visualization,use,12,Other
visualization,this,10,Other
visualization,with,11,Other
compressed sensing,sensing,12,Other
compressed sensing,signal,11,Other
compressed sensing,for,12,Other
compressed sensing,that,12,Other
compressed sensing,and,12,Other
compressed sensing,this,12,Other
compressed sensing,compressed,12,Other
compressed sensing,reconstruction,10,Other
compressed sensing,with,11,Other
compressed sensing,wireless,10,Other
accelerometer,method,10,Other
accelerometer,data,12,Other
accelerometer,which,11,Other
accelerometer,for,14,Other
accelerometer,proposed,11,Other
accelerometer,and,16,Other
accelerometer,high,10,Other
accelerometer,use,12,Other
accelerometer,this,16,Other
accelerometer,using,14,Other
accelerometer,with,15,Other
accelerometer,based,11,Other
accelerometer,that,13,Other
accelerometer,techniques,10,Other
gdpr,data,13,Other
gdpr,privacy,11,ethical consideration
gdpr,regulation,11,Other
gdpr,and,13,Other
gdpr,use,13,Other
gdpr,this,13,Other
gdpr,protection,10,Other
gdpr,for,10,Other
gdpr,general,10,Other
gdpr,are,10,Other
gdpr,also,10,Other
ambient assisted living,ambient,10,Other
ambient assisted living,data,10,Other
ambient assisted living,assisted,10,Other
ambient assisted living,living,10,Other
ambient assisted living,for,10,Other
ambient assisted living,and,10,Other
primary care,interviews,11,Other
primary care,was,15,Other
primary care,results,18,Other
primary care,were,17,Other
primary care,patient,13,Other
primary care,study,18,Other
primary care,for,18,Other
primary care,that,17,Other
primary care,improve,10,Other
primary care,and,20,Other
primary care,patients,10,Other
primary care,primary,20,Other
primary care,use,20,Other
primary care,this,16,Other
primary care,clinical,11,Other
primary care,methods,18,Other
primary care,with,20,Other
primary care,care,20,Other
primary care,not,11,Other
primary care,background,12,Other
primary care,used,10,Other
primary care,author,15,Other
primary care,using,13,Other
primary care,conclusions,10,Other
primary care,their,12,Other
primary care,help,11,Other
primary care,can,13,Other
user interface,user,10,Other
user interface,and,10,Other
user interface,this,10,Other
user interface,interface,10,Other
patient monitoring,are,15,Other
patient monitoring,has,10,Other
patient monitoring,patient,18,Other
patient monitoring,data,12,Other
patient monitoring,systems,12,Other
patient monitoring,medical,10,Other
patient monitoring,for,18,Other
patient monitoring,that,18,Other
patient monitoring,monitoring,18,Other
patient monitoring,and,18,Other
patient monitoring,these,11,Other
patient monitoring,patients,13,Other
patient monitoring,use,13,Other
patient monitoring,this,14,Other
patient monitoring,with,13,Other
patient monitoring,can,11,Other
patient monitoring,which,10,Other
patient monitoring,clinical,10,Other
reliability,are,11,Other
reliability,has,13,Other
reliability,data,13,Other
reliability,from,11,Other
reliability,for,20,Other
reliability,that,13,Other
reliability,and,20,Other
reliability,their,10,Other
reliability,use,17,Other
reliability,this,20,Other
reliability,using,11,Other
reliability,with,17,Other
reliability,can,11,Other
reliability,proposed,10,Other
reliability,based,10,Other
reliability,results,12,Other
privacy preservation,preservation,12,Other
privacy preservation,medical,10,Other
privacy preservation,for,12,Other
privacy preservation,that,11,Other
privacy preservation,privacy,12,ethical consideration
privacy preservation,and,12,Other
privacy preservation,this,11,Other
privacy preservation,with,12,Other
clustering,data,13,Other
clustering,for,13,Other
clustering,that,13,Other
clustering,and,15,Other
clustering,this,15,Other
clustering,are,11,Other
energy efficiency,parameters,13,Other
energy efficiency,wireless,19,Other
energy efficiency,results,32,Other
energy efficiency,efficiency,40,Other
energy efficiency,has,14,Other
energy efficiency,network,27,Other
energy efficiency,data,27,Other
energy efficiency,been,12,Other
energy efficiency,internet,12,Other
energy efficiency,power,19,Other
energy efficiency,through,13,Other
energy efficiency,simulation,10,Other
energy efficiency,such,18,Other
energy efficiency,networks,15,Other
